"","logFC","logCPM","F","PValue","FDR"
"Rv1171",-0.308612028435127,7.01511577573833,9.83930608958326,0.00524982381842516,0.0260110918157236
"recG",0.521329199467246,3.94174182790962,9.80978669324471,0.00530643683497325,0.0262585188789746
"Rv0386",-0.331385120226934,6.21657369001983,9.80058652602767,0.00532375398461987,0.02631111579836
"Rv3912",-0.516598749463168,3.76034294380862,9.77062391468479,0.00538204414598653,0.0265658239276173
"Rv0912",0.429125149728655,4.24598546556665,9.75568551786096,0.00541116784640748,0.0266443256143296
"Rv2536",0.283136150617154,6.47236857097561,9.75539511260312,0.00541149368730283,0.0266443256143296
"Rv2951c",0.28818723105989,7.17106546297099,9.75051790241999,0.00542104745248594,0.0266580008475996
"cobB",0.541330980415002,4.64993023246513,9.91500314039197,0.00544782869840668,0.0267562523090286
"Rv1543",-0.294134487227179,7.20078060422594,9.71780107596897,0.00548569718661122,0.0269086443043997
"Rv1351",-0.474972744381235,4.94901874055067,9.70329272001748,0.00551472328144499,0.0270173367237915
"purE",0.399642511321848,4.7701563640819,9.67583375969372,0.00557007979740549,0.0272545944315836
"Rv2061c",-0.388999715235298,5.31653635530479,9.67209058185547,0.00557752664999953,0.027257130237389
"Rv3668c",-0.328075930134653,5.74071113602917,9.66663505115084,0.00558857048763907,0.0272713914314147
"ureF",0.615049825094539,2.66627161355416,9.66493650720863,0.00559430932515293,0.0272713914314147
"ncRv1821",0.466359354202546,4.01169797930393,9.65578919937523,0.00561084732300836,0.0273181601097957
"mcr11",-0.45599302298422,5.88883548004642,9.83046874339561,0.00569932739163502,0.0277146526065416
"Rv1413",-0.38306337012948,4.76409860510259,9.59953900755256,0.00572678256134172,0.0278137809831091
"mazE2",0.28714670426982,6.36255339529442,9.58530350675438,0.00575645218919069,0.0278963952861712
"Rv2148c",0.348397730288816,4.84722004873909,9.58463014582859,0.00575797482775064,0.0278963952861712
"Rv3269",0.397070180763779,6.79091079210371,9.72003421735815,0.00583499973027098,0.0282134034307264
"Rv2867c",0.259787248175846,7.34399534705609,9.54686387104182,0.00583775048109082,0.0282134034307264
"ncRv11264c",-0.479327444238497,5.65212168907789,9.75829104507565,0.00584537152018557,0.0282155724667608
"Rv1337",0.261128014674083,7.29586047739815,9.52406068863266,0.00588658742797004,0.0283796996833752
"Rv3074",0.341007228884718,6.13583751940905,9.50507774220344,0.00592760995225592,0.0285424939439104
"mrsA",0.336669695515394,6.65799997028753,9.51795101530852,0.00595404291610626,0.0286102435441467
"Rv1271c",0.453153909420721,4.24966093759453,9.4921229573198,0.00595622507947538,0.0286102435441467
"Rv2609c",0.326661696940394,5.73588610080712,9.45969979284301,0.00602695317704992,0.0288860512655082
"vapB13",-0.437215919729337,4.31221162594427,9.45912694630035,0.00602832945830762,0.0288860512655082
"fadE1",-0.323673870886789,6.0634747707113,9.41834682255907,0.00611902959696651,0.0292725281029247
"pgk",0.243529739899851,7.12193719304657,9.41618894396293,0.00612386645366217,0.0292725281029247
"Rv3037c",0.469950450968942,4.16527035513807,9.39090580807587,0.00618135532936857,0.0295114707108446
"lprQ",-0.347830164308876,8.32735778114463,9.41114060118078,0.00618965574609702,0.029515084693559
"dppD",0.380697531102399,4.77679345692178,9.3838820732708,0.00619711742676149,0.029515084693559
"Rv2286c",-0.390846902125009,4.9888681872917,9.35649513179609,0.00625982292821642,0.0297776824662677
"yrbE4A",-0.282645639632034,5.97868452554434,9.34390196866493,0.00628885520875487,0.029879657477345
"vapC38",0.363986316007175,5.38401459049334,9.33389760321426,0.00631210195974237,0.0299539313747002
"Rv1152",-0.379550723925975,5.75897310781592,9.31888981442381,0.00634708045557517,0.030083631942449
"Rv2913c",-0.420559179165729,5.55763596753106,9.37229632177722,0.00636166436580851,0.0301164712576302
"Rv1571",0.641177389930721,2.87959228949403,9.30478950492457,0.00638279342619213,0.030172475323166
"ncRv10860",0.597595895014475,4.09247332189748,9.46521336602299,0.00638883374280562,0.030172475323166
"cobG",0.436717526658626,4.53954154547071,9.28873634966918,0.00641819435965479,0.0302747920993788
"Rv0658c",0.499442508690278,3.80571013061502,9.28487979571134,0.00642767597445452,0.0302832063275498
"qcrA",0.289720062376481,9.24974507038442,9.27205544850758,0.00645768965459068,0.0303087993617236
"Rv2699c",-0.838549816966447,7.08877781626945,12.3845127818031,0.00646287106191815,0.0303087993617236
"PE_PGRS5",-0.347187568073957,7.58578352817407,9.32115277950828,0.00646378040440951,0.0303087993617236
"cpsY",-0.322370542452994,6.91853258778878,9.26944372190861,0.00646392543581242,0.0303087993617236
"glyS",-0.319820341227709,6.73055755126782,9.2506118302261,0.00650908693393778,0.0304842238072753
"espA",-0.40138957808265,12.5126788753314,9.24248528931044,0.00652865424897762,0.0305395075094863
"fadD23",-0.313942103681006,6.90923717429063,9.23547064894474,0.00654561902568218,0.0305825002933892
"Rv2792c",0.307048509330493,6.24839276849472,9.20514975760817,0.00661951093141943,0.0308824114235536
"birA",0.415658804158419,4.57301834666613,9.20276041788116,0.00662550972076239,0.0308824114235536
"fabG4",0.270243248404785,8.13179749775095,9.1898342954117,0.00665717122925852,0.0309896896745321
"Rv2970A",-0.411054308316702,5.04556422457555,9.18521431825994,0.00666867468709814,0.0309896896745321
"fadD12",0.330560616490025,5.60811413847383,9.18379707006099,0.00667215738544197,0.0309896896745321
"mptA",0.283944570315509,6.06809274418575,9.17591524358683,0.006691656532561,0.0310436047159139
"F6",0.309748572885462,5.4696917413088,9.16456552195981,0.00671991283230687,0.0311379706505244
"Rv3732",-0.284364312965162,6.17583371216979,9.1490023602921,0.00675880876100855,0.0312409787258089
"fdxB",-0.295703551631153,6.03727654024295,9.14489938135021,0.00676912653132537,0.0312409787258089
"Rv0466",-0.276738583226726,6.93176349977403,9.14487571037996,0.00676914870100083,0.0312409787258089
"Rv1066",0.554947643318873,3.37107027065412,9.14330479056231,0.00677390819855491,0.0312409787258089
"serT",-0.529051055109188,5.96508486836795,10.0292175948692,0.00679389035652663,0.0312498471561176
"Rv1517",-0.499893708900955,3.27386717253265,9.13419518275223,0.0067968069827801,0.0312498471561176
"rskA",0.310786181175052,5.71760930151458,9.13279344309503,0.00679966170961786,0.0312498471561176
"Rv3902c",-0.39977155917169,4.22808430250897,9.11529731387833,0.00684417758330498,0.0314177300031759
"deaD",-0.256725148281387,7.08493433746552,9.10592540864945,0.00686785303438571,0.0314896664770086
"accD2",0.829351386697452,3.57959692064454,9.94225975929291,0.00694390847643941,0.0318013224054862
"purU",-0.396286493591783,4.72068217842277,9.06146151195654,0.00698261495115505,0.0319395223220983
"Rv1516c",-0.314382640087636,5.35623676263584,9.05849158612975,0.00699032250109981,0.0319395223220983
"msrA",-0.588410286784792,6.10772872013351,10.3560560054567,0.00700498327412255,0.0319626914235047
"Rv1836c",0.226839506489386,7.60827348866231,9.04726781046849,0.00701954120987252,0.0319626914235047
"argU",-0.352905921620674,5.78624296357003,9.04719927729658,0.00701976751141537,0.0319626914235047
"Rv3579c",0.258129787055332,6.39139822051039,9.03876500095238,0.00704186074242117,0.0320262198389421
"mgtA",0.418412677278233,5.35911558344146,9.05193250235418,0.00706751705795056,0.0321057876512442
"Rv1701",0.339795178585913,4.96275673912191,9.01501433080751,0.00710474843905846,0.0322376936092918
"sdhD",-0.322039042940712,5.13931867004936,8.98954154309634,0.00717256399820349,0.0324794623594409
"prcB",0.253288509224753,7.78231834892941,8.98877014750444,0.00717454315972399,0.0324794623594409
"Rv2516c",-0.365876776900436,5.70349029525529,8.97416050155968,0.00721389122913483,0.0326200552820878
"vapB15",0.441715804525905,4.10138490153404,8.97107126977654,0.00722244048233399,0.032621217976466
"Rv1341",0.387247223960344,5.75492298961686,8.97683003386515,0.00726778978471237,0.0327884002443331
"echA19",-0.42335570056912,4.4751258856258,8.93408655791819,0.00732305414192087,0.0329998797185758
"nuoH",0.372042038728696,7.10911639128698,9.1843981843767,0.00735452604294206,0.0331037819827621
"ssr",-0.465620316321564,16.8145312966672,8.91458407812616,0.00737662847853443,0.0331653216394908
"Rv1989c",-0.347568753950166,6.16257347498729,8.87111760740673,0.00749798982135953,0.0336724794032288
"Rv1139c",-0.391600382006373,4.53209914222987,8.85890406146364,0.00753264230241021,0.0337895265880066
"hisC2",0.41491313934107,4.67439379638116,8.85233070247241,0.00755128214874565,0.0338345603339013
"Rv1194c",-0.293115456954031,7.69296421694726,8.82833609734585,0.00761958987127356,0.034072310199133
"Rv1760",-0.342785669358942,6.03764147783004,8.82509818823378,0.00762891392694913,0.034072310199133
"thrB",0.341767027723644,5.65063271361492,8.82405516867752,0.00763194029047368,0.034072310199133
"Rv2910c",-0.427711491733676,5.1388454335021,8.82161367006581,0.00763898769589103,0.034072310199133
"Rv0185",0.339424169590483,5.48043831822829,8.8145040706294,0.00765944680083189,0.0341248739688252
"Rv0760c",-0.301188526391234,6.31196624524025,8.79252354335663,0.00772313506628363,0.034369698360588
"Rv1751",0.322475624099315,6.93548630291366,8.81031686012276,0.00773483538198447,0.0343828727601434
"Rv0634A",-0.322900510655412,6.47137911538152,8.77444793591173,0.0077759385756231,0.0345265715084664
"Rv0544c",0.371969270232815,5.38882675518453,8.76654848549525,0.00779923930875012,0.0345909892227993
"egtC",0.434987311905154,4.11439981732162,8.75885197364999,0.00782220356711102,0.0346537712083499
"vapC17",-0.389853706365656,4.77626444088174,8.73997800203444,0.00787791079976186,0.0348613060587887
"htpX",-0.322196954888959,7.54568674865353,8.72422378408115,0.00793118209681071,0.0350433323562728
"vapB35",-0.411604837869303,4.30782476494062,8.72029425810205,0.00793686048028446,0.0350433323562728
"sigE",-0.399271813366682,9.04698452749357,8.85129267868749,0.00798073438147735,0.0351975437855739
"Rv2474c",0.323065712233888,5.59487103468907,8.68370306014317,0.00804736747101182,0.0354516725990599
"bioD",0.571953053898517,3.76257839101908,8.73108327977308,0.00806380321339858,0.0354783346029109
"vapB48",-0.425207398783614,4.86240293952628,8.67582915124843,0.00807145639796777,0.0354783346029109
"Rv2683",-0.308445521983803,6.09218136638168,8.66665409200793,0.00809950940157748,0.0355619084663011
"Rv0299",0.244479671020121,6.58712347175508,8.65769635428975,0.0081270252562169,0.0356178639667235
"clgR",-0.433321960246791,7.48280811875638,9.26015462649628,0.00813036142402586,0.0356178639667235
"Rv1491c",0.378751753859742,5.18143818477566,8.64509602065907,0.00816608409892546,0.035734566012428
"Rv2822c",-0.552462047990954,4.45058849361882,8.6239305800515,0.00829795617173024,0.0362712884217631
"pta",0.310493756359546,5.83383923090096,8.59955301947027,0.00830850411963053,0.0362770867998074
"Rv1894c",-0.273577920473273,6.27641772241994,8.5883862722171,0.00834380675859166,0.0363908379027712
"Rv1583c",0.498283048879766,3.94976248681935,8.5830202324993,0.00836116560205103,0.0364261633205634
"Rv3072c",0.449956474271619,3.46736754563718,8.56523198954104,0.00841861089646649,0.0366214733938178
"secG",-0.267524885607516,5.99400313252103,8.56307566057498,0.00842461449451071,0.0366214733938178
"hemK",0.241429202044676,6.97447092496127,8.51085496378,0.00859397317018869,0.0373164353769562
"eccC5",-0.333994984981118,9.95261292928173,8.49172492562858,0.00865697677360262,0.0375485629849534
"Rv1482c",0.531546884987587,3.18985221239677,8.45282913113951,0.00878760280537968,0.0380731601722067
"Rv1457c",0.341478859361091,4.64721525266488,8.44022418551,0.00882941083492353,0.0382122136684149
"Rv0143c",0.253904441438692,6.18705360659427,8.42464849749549,0.00888205437158065,0.0383978042832948
"Rv0654",-0.439758127525283,6.32314589501887,8.81458549025774,0.00891789454553961,0.0385104249639438
"Rv0713",-0.28963646680346,6.71053988579401,8.39997722262333,0.0089664292002461,0.0386577122787924
"Rv1376",0.28783665254239,5.60252602765524,8.39734276710516,0.00897554438276243,0.0386577122787924
"Rv1996",-0.419703837480628,8.77028931062059,8.39562108395342,0.00898148170381704,0.0386577122787924
"Rv0814c",-0.470566770890659,4.77849210392364,8.41087953665713,0.00902888696796605,0.0388192801442387
"Rv2209",0.27619496986484,6.24417403212816,8.37840332685715,0.00904097826875842,0.0388288302503227
"PPE64",-0.360379728002623,5.14591222879271,8.36843529029377,0.00907573210364851,0.038871473033433
"mpt83",-0.54111125066046,4.16729866734772,8.39316417261961,0.00908012691342266,0.038871473033433
"secE1",0.259869741541948,7.69030239663092,8.36702348201444,0.00908055000450558,0.038871473033433
"Rv3376",0.259032471018112,6.69959670087444,8.35104005166352,0.00913649899814436,0.039068464194239
"Rv1021",-0.322131430947992,5.77235340527742,8.34453802430548,0.0091594142563403,0.039123925824585
"Rv1048c",-0.474772962516482,4.64755133672794,8.32723043865362,0.0092889671769383,0.0396342699284981
"Rv1366A",-0.428696341437853,4.3452242022926,8.30275073786161,0.00930808582389431,0.039672816501842
"Rv0188",-0.478186687077259,8.73971613922542,8.92122734126272,0.00935752683781353,0.0398403794155394
"Rv2884",0.345918530331045,6.17940848492507,8.29925730442614,0.00939114721292851,0.0398900397054957
"Rv3031",0.336321666723126,5.69108515546218,8.27885168870505,0.00939406220119474,0.0398900397054957
"PE35",-0.485646791096744,6.73253578589059,9.17625183050012,0.00939993313359402,0.0398900397054957
"pks11",-0.733399673668463,6.98877799847767,10.614292837512,0.00940975008812913,0.0398900397054957
"prsA",-0.268754649127425,7.47280570173564,8.26098756218335,0.00945896884336415,0.0400555257586594
"mpt53",0.369128972745383,4.79204018037971,8.25601707267855,0.00947726820486818,0.0400898635676897
"rplT",0.365899136044448,7.04131500742927,8.51368377687603,0.00950340323049175,0.0401392132067769
"eccD3",0.356155309944923,9.12345538890978,8.26670740750027,0.00950934080038538,0.0401392132067769
"Rv0141c",-0.508486114132138,8.65550582283012,9.04396031114831,0.0096478185155006,0.0406457883142897
"fadD19",-0.407991186979503,5.39013039451654,8.22348504309585,0.00965001684940178,0.0406457883142897
"metE",0.374716492426091,9.37667784767563,8.3051724000186,0.00968868738703554,0.0407650226530458
"Rv0605",0.408145046475483,5.91077159337222,8.19931430624443,0.00975948272131247,0.0409771403697075
"fdhF",0.237498851599257,7.16247054801206,8.1799810963934,0.00975993404331873,0.0409771403697075
"fixB",0.26305304981716,7.71465397174494,8.17101784226203,0.00979388628344082,0.0410758514275652
"*MtCM",-0.280626711097537,7.2866361116669,8.16360469476908,0.0098220721411364,0.0411501936136641
"Rv0653c",0.356392050802294,6.25823085456887,8.28720714173314,0.00984512310215964,0.0412028875360596
"Rv2507",-0.343589160505104,5.61146642889394,8.1492090788823,0.00987710847877385,0.0412604011771824
"Rv1148c",-0.348738519551353,5.22412352608501,8.148506149753,0.00987984186804928,0.0412604011771824
"Rv1157c",0.222154799782784,6.86711111512792,8.14287109625395,0.00990140041705967,0.041306584560671
"Rv2820c",-0.356842851612338,5.44523391589993,8.13169079376298,0.00994450388019411,0.0414424557888598
"Rv0431",0.277507304013045,6.12599787559495,8.12603654068459,0.00996634212928367,0.0414895131604254
"nadD",-0.26305234418493,5.8112790993407,8.08838448691753,0.0101132514503563,0.0420565868982047
"Rv3209",0.382127778963014,5.17757548775614,8.0847782037832,0.0101348525469039,0.042101911213854
"pknK",-0.314539205546235,5.91476789052033,8.0788491651864,0.0101508150235604,0.0421237408256187
"Rv3430c",0.388417728409185,5.15208309491235,8.07332389100673,0.0101727471747178,0.0421702712174288
"fadD15",-0.277434405991132,8.78394035725318,8.06169784896107,0.0102187881750374,0.0423165396637865
"rubB",-0.361326850568036,5.29486357049355,8.04402047527638,0.0102895086192618,0.042544816538015
"mmpL11",0.295056590872868,8.20472476357094,8.04177451327545,0.0102984238397237,0.042544816538015
"Rv0047c",-0.28910889115268,7.81437278279177,8.03772784366011,0.0103146836914875,0.042544816538015
"mcr16",0.395714416321953,7.05518715556483,8.40573427240644,0.0103171720836976,0.042544816538015
"Rv1129c",-0.788804478298759,4.08774355286784,8.85632565410558,0.0103669388906987,0.0427052749696426
"Rv3486",0.280678773119392,6.34709003637138,8.02011455643992,0.0103858244446255,0.0427146940423793
"Rv1443c",0.321270615679335,5.16691800715683,8.01886796183392,0.0103909410774166,0.0427146940423793
"eccB1",0.248065856900632,7.30467675970542,8.010160768242,0.0104262152329457,0.042799842410582
"hadB",-0.280868851515781,7.9174452888254,8.00839290625262,0.0104334135413696,0.042799842410582
"cobIJ",0.366552915939938,5.20973702333183,7.99199304206578,0.0105005794629785,0.0430304995909972
